id,IMD18,Employment,Incom,Crime,Housing,Health,Education,Access,,,,,,,,,
7601989,7,6,7,10,8,7,7,4,,,,,,,,,
7601991,4,4,2,1,10,3,2,1,,,,,,,,,
7601992,3,3,2,1,10,6,1,1,,,,,,,,,
7601993,4,4,2,8,9,4,2,1,,,,,,,,,
7601994,2,3,2,1,9,3,1,1,,,,,,,,,
7601995,1,1,1,10,3,2,1,4,,,,,,,,,
7601996,1,3,1,9,2,1,1,6,,,,,,,,,
7601997,8,5,3,10,9,7,10,6,,,,,,,,,
7601998,9,8,9,9,10,9,8,8,,,,,,,,,
7601999,10,9,10,7,10,10,10,1,,,,,,,,,
7602000,6,2,7,10,4,9,6,2,,,,,,,,,
7602001,2,2,2,8,1,5,1,8,,,,,,,,,
7602002,2,4,3,5,2,2,3,8,,,,,,,,,
7602003,1,2,1,1,4,2,2,7,,,,,,,,,
7602004,10,9,10,10,10,10,7,3,,,,,,,,,
7602005,9,9,8,9,9,9,8,4,,,,,,,,,
7602006,4,1,3,4,2,10,1,6,,,,,,,,,
7602007,6,6,1,10,2,9,6,2,,,,,,,,,
7602008,9,8,8,10,8,10,3,6,,,,,,,,,
7602009,7,6,7,10,8,4,7,5,,,,,,,,,
7602010,1,1,2,1,4,1,1,7,,,,,,,,,
7602011,4,3,4,7,3,2,7,9,,,,,,,,,
7602012,3,4,3,8,1,2,4,9,,,,,,,,,
7602013,2,2,1,7,8,4,1,1,,,,,,,,,
7602014,6,7,3,10,10,2,1,3,,,,,,,,,
7602015,8,9,5,10,9,6,3,1,,,,,,,,,
7602016,1,3,1,2,1,1,3,8,,,,,,,,,
7602017,3,1,1,1,1,10,4,4,,,,,,,,,
7602018,1,2,1,1,2,1,3,4,,,,,,,,,
7602019,8,8,8,5,5,10,4,7,,,,,,,,,
7602020,3,3,3,9,2,2,3,8,,,,,,,,,
7602021,2,2,4,7,1,4,3,7,,,,,,,,,
7602022,6,5,6,5,5,7,5,8,,,,,,,,,
7602023,9,8,10,7,9,8,8,8,,,,,,,,,
7602024,2,2,4,1,2,5,2,7,,,,,,,,,
7602025,4,3,5,2,2,5,5,7,,,,,,,,,
7602026,5,7,5,7,2,3,6,7,,,,,,,,,
7602027,4,1,7,9,2,5,3,6,,,,,,,,,
7602028,9,8,9,3,9,10,7,1,,,,,,,,,
7602029,6,6,6,4,8,7,5,2,,,,,,,,,
7602030,8,8,9,8,8,5,8,3,,,,,,,,,
7602031,10,8,10,7,10,9,10,5,,,,,,,,,
7602032,8,8,7,10,8,6,8,6,,,,,,,,,
7602033,4,5,4,9,2,1,4,7,,,,,,,,,
7602034,5,6,3,1,1,4,9,9,,,,,,,,,
7602035,1,2,1,3,1,2,2,9,,,,,,,,,
7602036,6,4,7,8,5,7,7,2,,,,,,,,,
7602037,6,6,6,4,6,5,9,4,,,,,,,,,
7602038,8,8,8,10,8,7,7,1,,,,,,,,,
7602039,7,5,8,10,7,6,9,8,,,,,,,,,
7602040,8,9,7,4,9,8,6,6,,,,,,,,,
7602041,7,6,8,9,9,7,6,6,,,,,,,,,
7602042,3,3,3,4,5,4,3,5,,,,,,,,,
7602043,5,4,6,1,8,5,7,5,,,,,,,,,
7602044,8,8,8,5,8,7,8,4,,,,,,,,,
7602045,7,4,8,4,8,8,8,6,,,,,,,,,
7602046,2,4,1,3,1,2,4,9,,,,,,,,,
7602047,3,5,2,3,3,2,4,10,,,,,,,,,
7602048,2,3,3,2,5,1,2,5,,,,,,,,,
7602049,6,6,1,1,5,10,6,3,,,,,,,,,
7602050,1,1,2,7,5,1,1,1,,,,,,,,,
7602051,3,4,2,10,6,3,2,1,,,,,,,,,
7602052,3,1,5,3,4,5,5,7,,,,,,,,,
7602053,8,7,9,7,9,8,7,6,,,,,,,,,
7602054,7,6,8,6,9,8,4,2,,,,,,,,,
7602055,7,5,8,9,10,8,6,1,,,,,,,,,
7602056,4,1,6,1,8,6,3,2,,,,,,,,,
7602057,3,1,4,2,8,5,3,2,,,,,,,,,
7602058,10,10,9,9,10,10,8,5,,,,,,,,,
7602059,9,7,9,8,10,10,10,4,,,,,,,,,
7602060,8,6,8,10,9,8,4,1,,,,,,,,,
7602061,8,8,8,10,9,5,4,1,,,,,,,,,
7602062,1,2,3,1,2,2,2,8,,,,,,,,,
7602063,4,5,5,7,2,6,4,8,,,,,,,,,
7602064,6,3,6,5,6,10,2,4,,,,,,,,,
7602065,3,2,5,2,6,5,3,4,,,,,,,,,
7602066,10,9,10,9,10,10,7,5,,,,,,,,,
7602067,8,7,8,6,9,8,6,3,,,,,,,,,
7602068,2,1,4,3,3,6,4,4,,,,,,,,,
7602069,7,7,3,1,3,10,7,5,,,,,,,,,
7602070,3,5,3,2,8,4,1,1,,,,,,,,,
7602071,4,3,1,9,9,6,1,1,,,,,,,,,
7602073,10,10,10,10,10,10,9,1,,,,,,,,,
7602074,8,8,8,9,9,9,6,1,,,,,,,,,
7602075,8,7,9,3,10,9,7,5,,,,,,,,,
7602076,7,5,8,7,8,9,6,4,,,,,,,,,
7602077,2,4,3,2,2,5,3,8,,,,,,,,,
7602078,1,2,1,2,4,3,2,6,,,,,,,,,
7602079,2,2,3,2,4,1,4,9,,,,,,,,,
7602080,1,1,3,4,1,3,2,9,,,,,,,,,
7602081,6,8,4,7,9,5,3,1,,,,,,,,,
7602082,4,3,3,10,10,1,3,1,,,,,,,,,
7602083,8,8,8,8,7,8,9,2,,,,,,,,,
7602084,8,3,8,10,8,8,8,1,,,,,,,,,
